"","species","nodecount","time"
"1","N256-N2-N198-T67C",5,4.35
"2","N68-N69-N70-T71C",8,8.5
"3","T75",8,26.2
"4","T73",8,13.3
"5","T74",8,25.6
"6","T82",10,13.75
"7","T81",10,14.75
"8","T369",10,13.9
"9","N80-N368-N370-T78C",11,14.75
"10","T371",11,15.2
"11","N83-N84-T85B",10,18.4
"12","T357",11,21.65
"13","N86-T87A",11,31.2
"14","T97",14,24.05
"15","N98-T96A",14,25.3
"16","N94-T95A",13,25.6
"17","N88-N89-N90-T93C",12,18.4
"18","T91",11,17.6
"19","T92",10,18.8
"20","T132",11,18.8
"21","T141",15,26.9
"22","N137-N139-T143B",15,31.2
"23","T138",14,29.1
"24","N145-T146A",16,28.9
"25","T147",16,31
"26","N130-N131-N136-N142-N144-T148E",15,28.9
"27","T140",14,31.2
"28","T134",13,28.7
"29","N133-T135A",13,28.7
"30","N128-T129A",10,18.3
"31","N126-T127A",10,30.4
"32","T173",15,44.9
"33","T174",15,69.2
"34","T178",16,65.9
"35","T176",16,66.2
"36","N179-T180A",16,58
"37","T181",16,64.4
"38","T169",15,45.1
"39","T170",15,50.4
"40","N166-T167A",14,43.7
"41","T164",12,41.8
"42","N150-N151-T153B",13,47.7
"43","N152-T154A",14,57.3
"44","T155",14,62.5
"45","T31",17,55
"46","N42-T41A",20,64.7
"47","T46",21,69.2
"48","N45-T43A",21,69.2
"49","N34-N40-T44B",19,69.2
"50","N35-N37-T39B",20,66.8
"51","T38",20,67.5
"52","T36",19,67
"53","N52-N54-T53B",20,64.8
"54","T55",20,68.3
"55","T57",20,65.7
"56","N62-T63A",22,68
"57","T65",23,69.2
"58","N64-T66A",23,69.2
"59","T60",22,68.8
"60","N56-N58-N59-T61C",22,69.2
"61","T124",19,69.2
"62","N51-N122-T123B",19,69.2
"63","T49",18,69.2
"64","N48-T50A",18,69.2
"65","T33",15,64.4
"66","T28",15,65.3
"67","T29",15,69.2
"68","T365",17,69.2
"69","N364-T162A",17,69.2
"70","N23-N156-N157-N160-T161D",16,67.5
"71","T158",15,69.2
"72","T159",14,69.2
"73","T108",12,13.9
"74","N106-T107A",12,13.9
"75","N104-T105A",11,18.8
"76","N103-N109-N115-N117-T118D",13,22.8
"77","N119-T120A",14,26.9
"78","T121",14,37.4
"79","T116",12,25.2
"80","T111",12,20.5
"81","T114",13,33.4
"82","N110-N112-T113B",13,38.9
"83","N102-T100A",9,15
"84","T185",6,9.9
"85","N191-T192A",10,35.5
"86","T196",12,42.1
"87","N193-N195-T197B",12,54.1
"88","T194",11,57.8
"89","N184-N186-N187-N188-T189D",9,28.7
"90","N190-N199-T200B",10,35.5
"91","T999",12,45.4
"92","T204",14,64.4
"93","T205",14,69.2
"94","T297",13,57.1
"95","T202",11,46.7
"96","T211",11,34.9
"97","N206-N210-N212-T213C",12,51.9
"98","T214",12,58.3
"99","T209",11,34.9
"100","N207-T208A",11,35.5
"101","T216",8,18.3
"102","T224",13,27.8
"103","T226",14,31.1
"104","T230",16,35.5
"105","N358-T229A",16,35.5
"106","N223-N225-N227-T228C",15,35.5
"107","N220-N221-T362B",12,35.2
"108","T222",11,26.5
"109","N218-T219A",10,25.2
"110","N215-N217-N231-N235-T236D",11,23.8
"111","N248-T249A",17,34.9
"112","T250",17,35.4
"113","N239-N240-N244-N246-T247D",16,33.7
"114","T245",15,32.9
"115","N241-T242A",15,33.2
"116","T243",15,33.4
"117","N253-T254A",15,29.2
"118","T255",15,34.9
"119","N251-T252A",14,29.4
"120","N237-T238A",12,26.9
"121","T234",11,26.1
"122","N232-T233A",11,31.9
"123","N182-T183A",5,9.5
"124","N308-T309A",9,16.7
"125","T321",12,45.4
"126","N319-T320A",12,45.4
"127","N326-N332-N334-T360C",17,58.4
"128","T335",17,69.2
"129","T333",16,57.1
"130","T331",17,67.6
"131","N327-N329-T330B",17,67.9
"132","T328",16,69.2
"133","N325-T361A",14,54.1
"134","T355",19,64.9
"135","N324-N336-N342-N344-N348-N352-N354-T356G",19,67.9
"136","T353",18,66.9
"137","T351",18,69.2
"138","N349-T350A",18,69.2
"139","T346",17,65.6
"140","N345-T347A",17,69.2
"141","T343",15,52.8
"142","T340",16,67.2
"143","N337-N339-T341B",16,69.2
"144","T338",15,69.2
"145","T323",12,52.9
"146","T317",11,69.2
"147","N315-T316A",11,69.2
"148","N306-T307A",8,14.75
"149","N310-T313A",8,38.9
"150","T359",8,40.7
"151","N259-N261-N262-T263C",7,13.65
"152","T277",10,31.2
"153","T302",16,69.2
"154","N301-T303A",16,69.2
"155","N366-N298-N300-T304C",15,69.2
"156","T294",15,69.2
"157","N292-T299A",15,69.2
"158","T367",13,65.2
"159","T287",15,50.4
"160","N285-N286-T288B",15,69.2
"161","N291-T372A",15,67.2
"162","T373",15,68.6
"163","N264-N265-N276-N278-N281-N283-T284F",13,45.4
"164","T282",12,46.7
"165","N279-T280A",12,49.9
"166","T363",10,29.2
"167","N77-T266A",10,42
"168","T270",10,35.5
"169","N273-T274A",12,36.6
"170","T275",12,42
"171","N271-T272A",11,37
"172","T268",9,37.1
"173","T260",5,9.9
"174","T258",4,8.3
"175","T11",4,13.3
"176","N4-T12A",4,24
"177","N13-T14A",5,25.4
"178","T20",8,35.4
"179","N18-T19A",8,35.4
"180","N21-T24A",8,36.31
"181","T22",8,38.95
"182","T16",6,32
"183","T7",5,29.9
"184","N5-N6-N8-T9C",6,37
"185","T10",6,37.2
